Order_ID,Date,Product,Category,Quantity,Region,Unit_Price,Revenue
ORD-0764,10/19/2025,Mouse,Electronics,2,West,25.16,50.32
ORD-0765,5/31/2025,Mouse,Electronics,1,North,25.45,25.45
ORD-0766,4/24/2025,Headphones,Electronics,10,West,72.98,729.8
ORD-0767,8/25/2025,USB Cable,Accessories,2,North,11.67,23.34
ORD-0768,3/7/2025,Desk,Furniture,7,North,250.71,1754.97
ORD-0769,12/27/2025,Keyboard,Electronics,3,West,42.31,126.93
ORD-0770,12/7/2025,Backpack,Stationery,10,East,32.93,329.3
ORD-0771,9/15/2025,Mouse,Electronics,2,North,22.55,45.1
ORD-0772,9/6/2025,Keyboard,Electronics,7,East,44.44,311.08
ORD-0773,11/27/2025,Mouse,Electronics,2,East,26.91,53.82
ORD-0774,11/19/2025,Printer,Electronics,3,West,163.87,491.61
ORD-0775,6/29/2025,Desk,Furniture,7,South,225.17,1576.19
ORD-0776,7/9/2025,Printer,Electronics,4,West,173.16,692.64
ORD-0777,6/3/2025,Webcam,Electronics,1,South,73.24,73.24
ORD-0778,7/15/2025,Mouse,Electronics,5,South,25.7,128.5
ORD-0779,11/7/2025,Notebook,Stationery,9,West,7.87,70.83
ORD-0780,9/19/2025,Notebook,Stationery,8,West,8.41,67.28
ORD-0781,5/23/2025,Printer,Electronics,9,South,183.95,1655.55
ORD-0782,12/8/2025,Tablet,Electronics,10,West,453.27,4532.7
ORD-0783,11/12/2025,Desk Lamp,Furniture,9,South,31.91,287.19
ORD-0784,4/11/2025,Notebook,Stationery,7,East,7.6,53.2
ORD-0785,9/1/2025,Mouse,Electronics,4,West,23.86,95.44
ORD-0786,1/12/2025,Headphones,Electronics,5,East,74.01,370.05
ORD-0787,8/27/2025,Printer,Electronics,1,North,174.13,174.13
ORD-0788,2/18/2025,Webcam,Electronics,1,East,76.99,76.99
ORD-0789,2/11/2025,Backpack,Stationery,3,East,34.34,103.02
ORD-0790,6/15/2025,Backpack,Stationery,8,South,33.04,264.32
ORD-0791,3/23/2025,Smartphone,Electronics,2,East,684.12,1368.24
ORD-0792,10/18/2025,Desk Lamp,Furniture,4,West,30.25,121
ORD-0793,6/7/2025,USB Cable,Accessories,2,South,11.16,22.32
ORD-0794,8/4/2025,Desk,Furniture,5,North,234.27,1171.35
ORD-0795,6/7/2025,Notebook,Stationery,9,West,7.86,70.74
ORD-0796,5/14/2025,Notebook,Stationery,1,North,8.41,8.41
ORD-0797,3/8/2025,USB Cable,Accessories,5,East,10.85,54.25
ORD-0798,12/2/2025,Laptop,Electronics,9,West,906.11,8154.99
ORD-0799,1/7/2025,Webcam,Electronics,1,West,70.25,70.25
ORD-0800,1/14/2025,Monitor,Electronics,9,North,209.83,1888.47
ORD-0801,3/14/2025,Printer,Electronics,8,West,184.62,1476.96
ORD-0802,6/12/2025,Tablet,Electronics,4,West,418.48,1673.92
ORD-0803,3/7/2025,Webcam,Electronics,10,West,68.06,680.6
ORD-0804,12/13/2025,Office Chair,Furniture,5,East,174.37,871.85
ORD-0805,5/10/2025,Notebook,Stationery,5,North,8.21,41.05
ORD-0806,7/25/2025,Desk,Furniture,6,West,222.24,1333.44
ORD-0807,10/3/2025,Smartphone,Electronics,7,South,657.81,4604.67
ORD-0808,9/13/2025,Backpack,Stationery,8,South,36.97,295.76
ORD-0809,9/23/2025,Notebook,Stationery,8,South,8.33,66.64
ORD-0810,1/25/2025,Smartphone,Electronics,2,South,607.37,1214.74
ORD-0811,10/8/2025,Mouse,Electronics,9,East,27.36,246.24
ORD-0812,9/10/2025,Webcam,Electronics,7,West,69.28,484.96
ORD-0813,11/6/2025,Mouse,Electronics,4,North,23.3,93.2
ORD-0814,10/16/2025,Monitor,Electronics,4,West,205.93,823.72
ORD-0815,6/13/2025,Headphones,Electronics,8,East,73.57,588.56
ORD-0816,4/5/2025,Office Chair,Furniture,4,South,169.71,678.84
ORD-0817,9/27/2025,Webcam,Electronics,6,East,64.71,388.26
ORD-0818,11/17/2025,Laptop,Electronics,5,West,878.77,4393.85
ORD-0819,4/20/2025,Monitor,Electronics,3,North,235.42,706.26
ORD-0820,12/2/2025,Keyboard,Electronics,10,East,43.6,436
ORD-0821,11/6/2025,Laptop,Electronics,2,North,860.86,1721.72
ORD-0822,8/26/2025,Desk Lamp,Furniture,9,East,27.31,245.79
ORD-0823,1/25/2025,Printer,Electronics,10,North,167.12,1671.2
ORD-0824,5/21/2025,Desk,Furniture,9,North,226.24,2036.16
ORD-0825,4/27/2025,Webcam,Electronics,1,South,72.31,72.31
ORD-0826,1/25/2025,Keyboard,Electronics,10,North,41.92,419.2
ORD-0827,3/20/2025,Keyboard,Electronics,3,South,41.57,124.71
ORD-0828,3/9/2025,Monitor,Electronics,8,West,231.65,1853.2
ORD-0829,6/22/2025,USB Cable,Accessories,6,West,12.41,74.46
ORD-0830,1/12/2025,Desk Lamp,Furniture,5,South,29.61,148.05
ORD-0831,10/15/2025,Headphones,Electronics,5,South,80.79,403.95
ORD-0832,5/8/2025,Webcam,Electronics,6,East,67.37,404.22
ORD-0833,4/6/2025,USB Cable,Accessories,7,East,11.96,83.72
ORD-0834,4/2/2025,Monitor,Electronics,1,East,220.29,220.29
ORD-0835,5/21/2025,Printer,Electronics,9,West,175.94,1583.46
ORD-0836,1/31/2025,Backpack,Stationery,3,East,37.85,113.55
ORD-0837,11/30/2025,Notebook,Stationery,4,North,7.23,28.92
ORD-0838,1/20/2025,Notebook,Stationery,10,North,8.45,84.5
ORD-0839,5/26/2025,Headphones,Electronics,1,East,73.99,73.99
ORD-0840,11/12/2025,Printer,Electronics,10,North,190.71,1907.1
ORD-0841,6/9/2025,Tablet,Electronics,3,West,429.74,1289.22
ORD-0842,12/15/2025,Headphones,Electronics,2,North,85.49,170.98
ORD-0843,2/12/2025,Webcam,Electronics,2,West,64.37,128.74
ORD-0844,9/11/2025,Webcam,Electronics,1,South,70.83,70.83
ORD-0845,5/10/2025,Smartphone,Electronics,8,South,650.14,5201.12
ORD-0846,3/1/2025,USB Cable,Accessories,3,South,12.49,37.47
ORD-0847,5/31/2025,Tablet,Electronics,3,South,422.88,1268.64
ORD-0848,10/14/2025,Notebook,Stationery,6,North,8.07,48.42
ORD-0849,1/5/2025,Keyboard,Electronics,8,East,44.37,354.96
ORD-0850,9/23/2025,USB Cable,Accessories,9,North,11.54,103.86
ORD-0101,11/22/2025,Smartphone,Electronics,9,South,654.07,5886.63
ORD-0251,12/25/2025,Tablet,Electronics,6,South,411.01,2466.06
